HGNC ID	Approved name	Ensembl ID(supplied by Ensembl)
HGNC:182	symbol withdrawn, see [HGNC:613](/data/gene-symbol-report/#!/hgnc_id/HGNC:613)	
HGNC:183	symbol withdrawn, see [HGNC:9508](/data/gene-symbol-report/#!/hgnc_id/HGNC:9508)	
HGNC:184	symbol withdrawn, see [HGNC:9509](/data/gene-symbol-report/#!/hgnc_id/HGNC:9509)	
HGNC:185	Alzheimer disease 5	
HGNC:186	adenosine deaminase	ENSG00000196839
HGNC:1839	adenosine deaminase 2	ENSG00000093072
HGNC:30713	adenosine deaminase domain containing 1	ENSG00000164113
HGNC:44550	adenosine deaminase domain containing 1 pseudogene 1	
HGNC:44552	adenosine deaminase domain containing 1 pseudogene 2	ENSG00000267511
HGNC:30714	adenosine deaminase domain containing 2	ENSG00000140955
HGNC:31853	adenosine deaminase like	ENSG00000168803
HGNC:187	ADAM metallopeptidase domain 1A (pseudogene)	ENSG00000229186
HGNC:44366	ADAM metallopeptidase domain 1B (pseudogene)	ENSG00000226469
HGNC:198	ADAM metallopeptidase domain 2	ENSG00000104755
HGNC:209	ADAM metallopeptidase domain 3A (pseudogene)	ENSG00000197475
HGNC:210	ADAM metallopeptidase domain 3B (pseudogene)	ENSG00000260089
HGNC:212	ADAM metallopeptidase domain 5 (pseudogene)	ENSG00000196115
HGNC:213	ADAM metallopeptidase domain 6 (pseudogene)	ENSG00000271968
HGNC:214	ADAM metallopeptidase domain 7	ENSG00000069206
HGNC:215	ADAM metallopeptidase domain 8	ENSG00000151651
HGNC:216	ADAM metallopeptidase domain 9	ENSG00000168615
HGNC:188	ADAM metallopeptidase domain 10	ENSG00000137845
HGNC:189	ADAM metallopeptidase domain 11	ENSG00000073670
HGNC:190	ADAM metallopeptidase domain 12	ENSG00000148848
HGNC:43841	ADAM12 overlapping transcript 1 (non-protein coding)	
HGNC:193	ADAM metallopeptidase domain 15	ENSG00000143537
HGNC:195	ADAM metallopeptidase domain 17	ENSG00000151694
HGNC:196	ADAM metallopeptidase domain 18	ENSG00000168619
HGNC:197	ADAM metallopeptidase domain 19	ENSG00000135074
HGNC:199	ADAM metallopeptidase domain 20	ENSG00000134007
HGNC:20102	ADAM metallopeptidase domain 20 pseudogene 1	ENSG00000259158
HGNC:43901	ADAM metallopeptidase domain 20 pseudogene 2	ENSG00000248574
HGNC:43902	ADAM metallopeptidase domain 20 pseudogene 3	ENSG00000249162
HGNC:200	ADAM metallopeptidase domain 21	ENSG00000139985
HGNC:19822	ADAM metallopeptidase domain 21 pseudogene 1	ENSG00000235812
HGNC:201	ADAM metallopeptidase domain 22	ENSG00000008277
HGNC:202	ADAM metallopeptidase domain 23	ENSG00000114948
HGNC:203	ADAM metallopeptidase domain 24, pseudogene	ENSG00000214607
HGNC:206	ADAM metallopeptidase domain 28	ENSG00000042980
HGNC:207	ADAM metallopeptidase domain 29	ENSG00000168594
HGNC:208	ADAM metallopeptidase domain 30	ENSG00000134249
HGNC:15479	ADAM metallopeptidase domain 32	ENSG00000197140
HGNC:15478	ADAM metallopeptidase domain 33	ENSG00000149451
HGNC:16299	ADAM like decysin 1	ENSG00000134028
HGNC:217	ADAM metallopeptidase with thrombospondin type 1 motif 1	ENSG00000154734
HGNC:218	ADAM metallopeptidase with thrombospondin type 1 motif 2	ENSG00000087116
HGNC:219	ADAM metallopeptidase with thrombospondin type 1 motif 3	ENSG00000156140
HGNC:220	ADAM metallopeptidase with thrombospondin type 1 motif 4	ENSG00000158859
HGNC:221	ADAM metallopeptidase with thrombospondin type 1 motif 5	ENSG00000154736
HGNC:222	ADAM metallopeptidase with thrombospondin type 1 motif 6	ENSG00000049192
HGNC:223	ADAM metallopeptidase with thrombospondin type 1 motif 7	ENSG00000136378
HGNC:49407	ADAMTS7 pseudogene 1	ENSG00000274376
HGNC:49408	symbol withdrawn, see [HGNC:49407](/data/gene-symbol-report/#!/hgnc_id/HGNC:49407)	
HGNC:49409	ADAMTS7 pseudogene 3	ENSG00000261143
HGNC:49410	ADAMTS7 pseudogene 4	ENSG00000218052
HGNC:224	ADAM metallopeptidase with thrombospondin type 1 motif 8	ENSG00000134917
HGNC:13202	ADAM metallopeptidase with thrombospondin type 1 motif 9	ENSG00000163638
HGNC:40625	ADAMTS9 antisense RNA 1	ENSG00000241158
HGNC:42435	ADAMTS9 antisense RNA 2	ENSG00000241684
HGNC:13201	ADAM metallopeptidase with thrombospondin type 1 motif 10	ENSG00000142303
HGNC:14605	ADAM metallopeptidase with thrombospondin type 1 motif 12	ENSG00000151388
HGNC:1366	ADAM metallopeptidase with thrombospondin type 1 motif 13	ENSG00000160323
HGNC:14899	ADAM metallopeptidase with thrombospondin type 1 motif 14	ENSG00000138316
HGNC:16305	ADAM metallopeptidase with thrombospondin type 1 motif 15	ENSG00000166106
HGNC:17108	ADAM metallopeptidase with thrombospondin type 1 motif 16	ENSG00000145536
HGNC:55548	ADAMTS16 divergent transcript	
HGNC:17109	ADAM metallopeptidase with thrombospondin type 1 motif 17	ENSG00000140470
HGNC:17110	ADAM metallopeptidase with thrombospondin type 1 motif 18	ENSG00000140873
HGNC:17111	ADAM metallopeptidase with thrombospondin type 1 motif 19	ENSG00000145808
HGNC:40797	ADAMTS19 antisense RNA 1	ENSG00000249421
HGNC:17178	ADAM metallopeptidase with thrombospondin type 1 motif 20	ENSG00000173157
HGNC:16662	symbol withdrawn, see [HGNC:17110](/data/gene-symbol-report/#!/hgnc_id/HGNC:17110)	
HGNC:14632	ADAMTS like 1	ENSG00000178031
HGNC:14631	ADAMTS like 2	ENSG00000197859
HGNC:14633	ADAMTS like 3	ENSG00000156218
HGNC:19706	ADAMTS like 4	ENSG00000143382
HGNC:32041	ADAMTSL4 antisense RNA 1	ENSG00000203804
HGNC:40895	ADAMTSL4 antisense RNA 2	ENSG00000237781
HGNC:27912	ADAMTS like 5	ENSG00000185761
HGNC:16486	ArfGAP with dual PH domains 1	ENSG00000105963
HGNC:16487	ArfGAP with dual PH domains 2	ENSG00000184060
HGNC:225	adenosine deaminase RNA specific	ENSG00000160710
HGNC:226	adenosine deaminase RNA specific B1	ENSG00000197381
HGNC:227	adenosine deaminase RNA specific B2 (inactive)	ENSG00000185736
HGNC:23299	ADARB2 antisense RNA 1	ENSG00000205696
HGNC:228	adenosine deaminase tRNA specific 1	ENSG00000065457
HGNC:21172	adenosine deaminase tRNA specific 2	ENSG00000189007
HGNC:25151	adenosine deaminase tRNA specific 3	ENSG00000213638
HGNC:19038	aarF domain containing kinase 1	ENSG00000063761
HGNC:19039	aarF domain containing kinase 2	ENSG00000133597
HGNC:21738	aarF domain containing kinase 5	ENSG00000173137
HGNC:229	adenosine deaminase complexing protein 1	
HGNC:230	symbol withdrawn, see [HGNC:3009](/data/gene-symbol-report/#!/hgnc_id/HGNC:3009)	
HGNC:231	symbol withdrawn, see [HGNC:12797](/data/gene-symbol-report/#!/hgnc_id/HGNC:12797)	
HGNC:232	adenylate cyclase 1	ENSG00000164742
HGNC:233	adenylate cyclase 2	ENSG00000078295
HGNC:234	adenylate cyclase 3	ENSG00000138031
HGNC:235	adenylate cyclase 4	ENSG00000129467
HGNC:236	adenylate cyclase 5	ENSG00000173175
HGNC:237	adenylate cyclase 6	ENSG00000174233
HGNC:53332	ADCY6 divergent transcript	ENSG00000257660
HGNC:238	adenylate cyclase 7	ENSG00000121281
HGNC:239	adenylate cyclase 8	ENSG00000155897
HGNC:240	adenylate cyclase 9	ENSG00000162104
HGNC:21285	adenylate cyclase 10	ENSG00000143199
HGNC:44143	ADCY10 pseudogene 1	ENSG00000161912
HGNC:241	adenylate cyclase activating polypeptide 1	ENSG00000141433
HGNC:242	ADCYAP receptor type I	ENSG00000078549
HGNC:243	adducin 1	ENSG00000087274
HGNC:244	adducin 2	ENSG00000075340
HGNC:245	adducin 3	ENSG00000148700
HGNC:48682	ADD3 antisense RNA 1	ENSG00000203876
HGNC:246	symbol withdrawn, see [HGNC:245](/data/gene-symbol-report/#!/hgnc_id/HGNC:245)	
HGNC:247	albinism-deafness syndrome	
HGNC:21212	androglobin	ENSG00000118492
HGNC:13838	adhesion G protein-coupled receptor A1	ENSG00000197177
HGNC:49543	ADGRA1 antisense RNA 1	ENSG00000256925
HGNC:17849	adhesion G protein-coupled receptor A2	ENSG00000020181
HGNC:13839	adhesion G protein-coupled receptor A3	ENSG00000152990
HGNC:943	adhesion G protein-coupled receptor B1	ENSG00000181790
HGNC:944	adhesion G protein-coupled receptor B2	ENSG00000121753
HGNC:945	adhesion G protein-coupled receptor B3	ENSG00000135298
HGNC:19893	adhesion G protein-coupled receptor D1	ENSG00000111452
HGNC:53314	ADGRD1 antisense RNA 1	ENSG00000256151
HGNC:18651	adhesion G protein-coupled receptor D2	ENSG00000180264
HGNC:3336	adhesion G protein-coupled receptor E1	ENSG00000174837
HGNC:3337	adhesion G protein-coupled receptor E2	ENSG00000127507
HGNC:23647	adhesion G protein-coupled receptor E3	ENSG00000131355
HGNC:19240	adhesion G protein-coupled receptor E4, pseudogene	ENSG00000268758
HGNC:1711	adhesion G protein-coupled receptor E5	ENSG00000123146
HGNC:18990	adhesion G protein-coupled receptor F1	ENSG00000153292
HGNC:18991	adhesion G protein-coupled receptor F2	ENSG00000164393
HGNC:18989	adhesion G protein-coupled receptor F3	ENSG00000173567
HGNC:19011	adhesion G protein-coupled receptor F4	ENSG00000153294
HGNC:19030	adhesion G protein-coupled receptor F5	ENSG00000069122
HGNC:40864	ADGRF5 antisense RNA 1	ENSG00000225730
HGNC:32922	adhesion G protein-coupled receptor F5 pseudogene 1	ENSG00000227582
HGNC:32921	adhesion G protein-coupled receptor F5 pseudogene 2	ENSG00000204818
HGNC:4512	adhesion G protein-coupled receptor G1	ENSG00000205336
HGNC:4516	adhesion G protein-coupled receptor G2	ENSG00000173698
HGNC:13728	adhesion G protein-coupled receptor G3	ENSG00000182885
HGNC:18992	adhesion G protein-coupled receptor G4	ENSG00000156920
HGNC:19010	adhesion G protein-coupled receptor G5	ENSG00000159618
HGNC:13841	adhesion G protein-coupled receptor G6	ENSG00000112414
HGNC:19241	adhesion G protein-coupled receptor G7	ENSG00000144820
HGNC:20973	adhesion G protein-coupled receptor L1	ENSG00000072071
HGNC:55309	ADGRL1 antisense RNA 1	
HGNC:18582	adhesion G protein-coupled receptor L2	ENSG00000117114
HGNC:20974	adhesion G protein-coupled receptor L3	ENSG00000150471
HGNC:50604	ADGRL3 antisense RNA 1	ENSG00000248692
HGNC:20822	adhesion G protein-coupled receptor L4	ENSG00000162618
HGNC:17416	adhesion G protein-coupled receptor V1	ENSG00000164199
HGNC:249	alcohol dehydrogenase 1A (class I), alpha polypeptide	ENSG00000187758
HGNC:250	alcohol dehydrogenase 1B (class I), beta polypeptide	ENSG00000196616
HGNC:251	alcohol dehydrogenase 1C (class I), gamma polypeptide	ENSG00000248144
HGNC:252	alcohol dehydrogenase 4 (class II), pi polypeptide	ENSG00000198099
HGNC:253	alcohol dehydrogenase 5 (class III), chi polypeptide	ENSG00000197894
HGNC:254	alcohol dehydrogenase 5 (class III), chi polypeptide, pseudogene 1	
HGNC:22976	ADH5 pseudogene 2	ENSG00000232676
HGNC:22991	ADH5 pseudogene 3	ENSG00000223694
HGNC:21377	ADH5 pseudogene 4	ENSG00000233859
HGNC:54523	ADH5 pseudogene 5	ENSG00000234865
HGNC:255	alcohol dehydrogenase 6 (class V)	ENSG00000172955
HGNC:256	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide	ENSG00000196344
HGNC:16354	alcohol dehydrogenase iron containing 1	ENSG00000147576
HGNC:30576	acireductone dioxygenase 1	ENSG00000182551
HGNC:52339	acireductone dioxygenase 1 pseudogene 1	ENSG00000235102
HGNC:52340	acireductone dioxygenase 1 pseudogene 2	ENSG00000250684
HGNC:52341	acireductone dioxygenase 1 pseudogene 3	ENSG00000258369
HGNC:28606	adipogenin	ENSG00000182035
HGNC:13633	adiponectin, C1Q and collagen domain containing	ENSG00000181092
HGNC:40648	ADIPOQ antisense RNA 1	ENSG00000226482
HGNC:24040	adiponectin receptor 1	ENSG00000159346
HGNC:44910	adiponectin receptor 1 pseudogene 1	ENSG00000232497
HGNC:44911	adiponectin receptor 1 pseudogene 2	ENSG00000258805
HGNC:24041	adiponectin receptor 2	ENSG00000006831
HGNC:16477	symbol withdrawn, see [HGNC:11997](/data/gene-symbol-report/#!/hgnc_id/HGNC:11997)	
HGNC:24043	adipogenesis regulatory factor	ENSG00000148671
HGNC:45127	ADIRF antisense RNA 1	ENSG00000272734
HGNC:257	adenosine kinase	ENSG00000156110
HGNC:258	symbol withdrawn, see [HGNC:10805](/data/gene-symbol-report/#!/hgnc_id/HGNC:10805)	
HGNC:259	adrenomedullin	ENSG00000148926
HGNC:55516	ADM divergent transcript	
HGNC:28898	adrenomedullin 2	ENSG00000128165
HGNC:27293	adrenomedullin 5 (putative)	ENSG00000224420
HGNC:260	symbol withdrawn, see [HGNC:6211](/data/gene-symbol-report/#!/hgnc_id/HGNC:6211)	
HGNC:261	symbol withdrawn, see [HGNC:6214](/data/gene-symbol-report/#!/hgnc_id/HGNC:6214)	
HGNC:15766	activity dependent neuroprotector homeobox	ENSG00000101126
HGNC:51227	ADNP antisense RNA 1	ENSG00000259456
HGNC:23803	ADNP homeobox 2	ENSG00000101544
HGNC:23506	2-aminoethanethiol dioxygenase	ENSG00000181915
HGNC:262	adenosine A1 receptor	ENSG00000163485
HGNC:263	adenosine A2a receptor	ENSG00000128271
HGNC:37122	ADORA2A antisense RNA 1	ENSG00000178803
HGNC:264	adenosine A2b receptor	ENSG00000170425
HGNC:265	adenosine A2b receptor pseudogene 1	ENSG00000236136
HGNC:266	adenosine A2 receptor-like 1	
HGNC:267	adenosine A2 receptor-like 2	
HGNC:268	adenosine A3 receptor	ENSG00000282608
HGNC:25250	ADP dependent glucokinase	ENSG00000159322
HGNC:44144	ADPGK antisense RNA 1	ENSG00000260898
HGNC:269	ADP-ribosylarginine hydrolase	ENSG00000144843
HGNC:21303	ADP-ribosylhydrolase like 1	ENSG00000153531
HGNC:30925	ADP-ribose/CDP-alcohol diphosphatase, manganese dependent	ENSG00000170222
HGNC:21304	ADP-ribosylserine hydrolase	ENSG00000116863
HGNC:277	adrenoceptor alpha 1A	ENSG00000120907
HGNC:278	adrenoceptor alpha 1B	ENSG00000170214
HGNC:279	symbol withdrawn, see [HGNC:277](/data/gene-symbol-report/#!/hgnc_id/HGNC:277)	
HGNC:280	adrenoceptor alpha 1D	ENSG00000171873
HGNC:281	adrenoceptor alpha 2A	ENSG00000150594
HGNC:282	adrenoceptor alpha 2B	ENSG00000274286
HGNC:283	adrenoceptor alpha 2C	ENSG00000184160
HGNC:284	symbol withdrawn, see [HGNC:282](/data/gene-symbol-report/#!/hgnc_id/HGNC:282)	
HGNC:285	adrenoceptor beta 1	ENSG00000043591
HGNC:286	adrenoceptor beta 2	ENSG00000169252
HGNC:287	symbol withdrawn, see [HGNC:5286](/data/gene-symbol-report/#!/hgnc_id/HGNC:5286)	
HGNC:288	adrenoceptor beta 3	ENSG00000188778
HGNC:15759	ADRM1 26S proteasome ubiquitin receptor	ENSG00000130706
HGNC:291	adenylosuccinate lyase	ENSG00000239900
HGNC:20093	adenylosuccinate synthase 1	ENSG00000185100
HGNC:292	adenylosuccinate synthase 2	ENSG00000035687
HGNC:293	ADT unknown	
HGNC:294	symbol withdrawn, see [HGNC:561](/data/gene-symbol-report/#!/hgnc_id/HGNC:561)	
HGNC:295	symbol withdrawn, see [HGNC:562](/data/gene-symbol-report/#!/hgnc_id/HGNC:562)	
HGNC:296	symbol withdrawn, see [HGNC:554](/data/gene-symbol-report/#!/hgnc_id/HGNC:554)	
HGNC:299	symbol withdrawn, see [HGNC:563](/data/gene-symbol-report/#!/hgnc_id/HGNC:563)	
HGNC:300	symbol withdrawn, see [HGNC:555](/data/gene-symbol-report/#!/hgnc_id/HGNC:555)	
HGNC:21214	androgen dependent TFPI regulating protein	ENSG00000111863
HGNC:301	symbol withdrawn, see [HGNC:11027](/data/gene-symbol-report/#!/hgnc_id/HGNC:11027)	
HGNC:302	symbol withdrawn, see [HGNC:11028](/data/gene-symbol-report/#!/hgnc_id/HGNC:11028)	
HGNC:303	AE binding protein 1	ENSG00000106624
HGNC:24051	AE binding protein 2	ENSG00000139154
HGNC:305	symbol withdrawn, see [HGNC:6218](/data/gene-symbol-report/#!/hgnc_id/HGNC:6218)	
HGNC:25722	apoptosis enhancing nuclease	ENSG00000181026
HGNC:306	symbol withdrawn, see [HGNC:934](/data/gene-symbol-report/#!/hgnc_id/HGNC:934)	
HGNC:308	symbol withdrawn, see [HGNC:17129](/data/gene-symbol-report/#!/hgnc_id/HGNC:17129)	
HGNC:309	AF8 temperature sensitivity complementing	
HGNC:310	ankyloblepharon filiforme adnatum	
HGNC:24017	actin filament associated protein 1	ENSG00000196526
HGNC:28141	AFAP1 antisense RNA 1	ENSG00000272620
HGNC:26714	actin filament associated protein 1 like 1	ENSG00000157510
HGNC:25901	actin filament associated protein 1 like 2	ENSG00000169129
HGNC:311	symbol withdrawn, see [HGNC:1474](/data/gene-symbol-report/#!/hgnc_id/HGNC:1474)	
HGNC:312	acrofacial dysostosis 1, Nager type	
HGNC:7137	afadin, adherens junction formation factor	ENSG00000130396
HGNC:21236	AFDN divergent transcript	ENSG00000198221
HGNC:7135	AF4/FMR2 family member 1	ENSG00000172493
HGNC:53447	AFF1 antisense RNA 1	
HGNC:3776	AF4/FMR2 family member 2	ENSG00000155966
HGNC:41334	AFF2 intronic transcript 1	ENSG00000223516
HGNC:6473	AF4/FMR2 family member 3	ENSG00000144218
HGNC:17869	AF4/FMR2 family member 4	ENSG00000072364
HGNC:55235	AFF4 divergent transcript	
HGNC:16411	AFG1 like ATPase	ENSG00000135537
HGNC:313	symbol withdrawn, see [HGNC:314](/data/gene-symbol-report/#!/hgnc_id/HGNC:314)	
HGNC:314	AFG3 like matrix AAA peptidase subunit 1, pseudogene	ENSG00000223959
HGNC:315	AFG3 like matrix AAA peptidase subunit 2	ENSG00000141385
HGNC:24169	AFG3L2 pseudogene 1	ENSG00000253606
HGNC:316	afamin	ENSG00000079557
HGNC:20910	arylformamidase	ENSG00000183077
HGNC:317	alpha fetoprotein	ENSG00000081051
HGNC:25951	aftiphilin	ENSG00000119844
HGNC:52788	AFTPH divergent transcript	
HGNC:318	aspartylglucosaminidase	ENSG00000038002
HGNC:27730	AGA divergent transcript	
HGNC:16922	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	ENSG00000157985
HGNC:41427	AGAP1 intronic transcript 1	ENSG00000235529
HGNC:16921	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2	ENSG00000135439
HGNC:48633	AGAP2 antisense RNA 1	ENSG00000255737
HGNC:16923	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3	ENSG00000133612
HGNC:23459	ArfGAP with GTPase domain, ankyrin repeat and PH domain 4	ENSG00000188234
HGNC:23467	ArfGAP with GTPase domain, ankyrin repeat and PH domain 5	ENSG00000172650
HGNC:23466	ArfGAP with GTPase domain, ankyrin repeat and PH domain 6	ENSG00000204149
HGNC:23465	ArfGAP with GTPase domain, ankyrin repeat and PH domain 7, pseudogene	ENSG00000264204
HGNC:23464	symbol withdrawn, see [HGNC:23459](/data/gene-symbol-report/#!/hgnc_id/HGNC:23459)	
HGNC:23463	ArfGAP with GTPase domain, ankyrin repeat and PH domain 9	ENSG00000204172
HGNC:23462	symbol withdrawn, see [HGNC:23659](/data/gene-symbol-report/#!/hgnc_id/HGNC:23659)	
HGNC:23659	ArfGAP with GTPase domain, ankyrin repeat and PH domain 10, pseudogene	ENSG00000230869
HGNC:29421	ArfGAP with GTPase domain, ankyrin repeat and PH domain 11	ENSG00000271880
HGNC:23661	ArfGAP with GTPase domain, ankyrin repeat and PH domain 12, pseudogene	ENSG00000265018
HGNC:23499	ArfGAP with GTPase domain, ankyrin repeat and PH domain 13, pseudogene	ENSG00000243289
HGNC:23660	ArfGAP with GTPase domain, ankyrin repeat and PH domain 14, pseudogene	ENSG00000279058
HGNC:26504	AGBL carboxypeptidase 1	ENSG00000273540
HGNC:48617	AGBL1 antisense RNA 1	ENSG00000260125
HGNC:26296	AGBL carboxypeptidase 2	ENSG00000165923
HGNC:27981	AGBL carboxypeptidase 3	ENSG00000146856
HGNC:25892	AGBL carboxypeptidase 4	ENSG00000186094
HGNC:41123	AGBL4 antisense RNA 1	ENSG00000230114
HGNC:41482	AGBL4 intronic transcript 1	ENSG00000225623
HGNC:26147	AGBL carboxypeptidase 5	ENSG00000084693
HGNC:41133	AGBL5 antisense RNA 1	ENSG00000231636
HGNC:41484	AGBL5 intronic transcript 1	ENSG00000229122
HGNC:320	advanced glycosylation end-product specific receptor	ENSG00000204305
HGNC:5175	ArfGAP with FG repeats 1	ENSG00000173744
HGNC:5177	ArfGAP with FG repeats 2	ENSG00000106351
HGNC:24684	angiogenic factor with G-patch and FHA domains 1	ENSG00000164252
HGNC:38051	angiogenic factor with G-patch and FHA domains 1 pseudogene 1	ENSG00000214273
HGNC:38052	angiogenic factor with G-patch and FHA domains 1 pseudogene 2	ENSG00000233435
HGNC:38053	angiogenic factor with G-patch and FHA domains 1 pseudogene 3	ENSG00000241532
HGNC:38054	angiogenic factor with G-patch and FHA domains 1 pseudogene 4	ENSG00000261689
HGNC:51741	angiogenic factor with G-patch and FHA domains 1 pseudogene 5	ENSG00000260680
HGNC:51744	angiogenic factor with G-patch and FHA domains 1 pseudogene 6	ENSG00000259836
HGNC:51740	angiogenic factor with G-patch and FHA domains 1 pseudogene 7	ENSG00000260994
HGNC:51745	angiogenic factor with G-patch and FHA domains 1 pseudogene 8	ENSG00000261752
HGNC:51746	angiogenic factor with G-patch and FHA domains 1 pseudogene 9	ENSG00000260427
HGNC:51747	angiogenic factor with G-patch and FHA domains 1 pseudogene 10	ENSG00000282968
HGNC:21869	acylglycerol kinase	ENSG00000006530
HGNC:55356	AGK divergent transcript	
HGNC:37661	AGK pseudogene 1	ENSG00000226555
HGNC:55132	AGK pseudogene 2	ENSG00000228819
HGNC:321	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase	ENSG00000162688
HGNC:18407	agmatinase	ENSG00000116771
HGNC:33784	alkylglycerol monooxygenase	ENSG00000187546
HGNC:322	symbol withdrawn, see [HGNC:1133](/data/gene-symbol-report/#!/hgnc_id/HGNC:1133)	
HGNC:323	agammaglobulinemia, X-linked 2 (with growth hormone deficiency)	
HGNC:3262	argonaute RISC component 1	ENSG00000092847
HGNC:3263	argonaute RISC catalytic component 2	ENSG00000123908
HGNC:18421	argonaute RISC catalytic component 3	ENSG00000126070
HGNC:18424	argonaute RISC component 4	ENSG00000134698
HGNC:324	1-acylglycerol-3-phosphate O-acyltransferase 1	ENSG00000204310
HGNC:325	1-acylglycerol-3-phosphate O-acyltransferase 2	ENSG00000169692
